TYPE,PROJECT,QUAD_24K,SM_NAME,SM_TYPE,SMD_TYPE,MVMTDATE,COL_DATE,NC_CNTY,ROAD,RD_AZ,SA_ASPCT,DATA_SRC,EL_HEAD,EL_APEX,EL_TOE,SLP_CNFG,D_MASS_L,D_MASS_W,D_MASS_T,TRKLENG,DAMAGE,MVMT_HIS,REMARKS,SOURCE1,SOURCE2,NCGSINVS,LAT,LONG,COMBTYPE
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_018,Debris Flow,,08/10-17/1940,,Watauga,,0,98,NCGS,2870,0,2190,Unmodified,0,70,0,2075,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.22127,-81.55121,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_019,Debris Flow,,08/10-17/1940,,Watauga,,0,95,NCGS,2475,0,2050,Unmodified,0,60,0,1400,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21629,-81.5507,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_021,Debris Flow,,08/10-17/1940,,Watauga,,0,150,NCGS,2440,0,1925,Unmodified,0,60,0,2640,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21527,-81.55043,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_022,Debris Flow,,08/10-17/1940,,Watauga,,0,131,NCGS,2385,0,2190,Unmodified,0,30,0,375,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21448,-81.55116,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_023,Debris Flow,,08/10-17/1940,,Watauga,,0,152,NCGS,2260,0,2150,Unmodified,0,35,0,265,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21389,-81.55063,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_024,Debris Flow,,08/10-17/1940,,Watauga,,0,101,NCGS,2145,0,2010,Unmodified,0,60,0,315,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21426,-81.54634,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_026,Debris Flow,,08/10-17/1940,,Watauga,,0,138,NCGS,2450,0,2315,Unmodified,0,40,0,250,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21917,-81.54668,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_027,Debris Flow,,08/10-17/1940,,Watauga,,0,124,NCGS,2175,0,2125,Unmodified,0,25,0,200,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21722,-81.54671,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_028,Debris Flow,,08/10-17/1940,,Watauga,,0,118,NCGS,2400,0,2100,Unmodified,0,30,0,670,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2175,-81.54793,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_020,Debris Flow,,08/10-17/1940,,Watauga,,0,127,NCGS,2440,0,2225,Unmodified,0,40,0,390,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21661,-81.5505,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_029,Debris Flow,,08/10-17/1940,,Watauga,,0,128,NCGS,2625,0,1930,Unmodified,0,60,0,2740,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21959,-81.54419,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_030,Debris Flow,,08/10-17/1940,,Watauga,,0,58,NCGS,2130,0,1940,Unmodified,0,45,0,910,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20908,-81.557,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_031,Debris Flow,,08/10-17/1940,,Watauga,,0,106,NCGS,2150,0,2075,Unmodified,0,40,0,125,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20964,-81.55718,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_032,Debris Flow,,08/10-17/1940,,Watauga,,0,84,NCGS,2025,0,1900,Unmodified,0,35,0,475,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20892,-81.55476,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_033,Debris Flow,,08/10-17/1940,,Watauga,,0,100,NCGS,2165,0,1985,Unmodified,0,30,0,350,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20876,-81.55559,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_034,Debris Flow,,08/10-17/1940,,Watauga,,0,109,NCGS,2250,0,2085,Unmodified,0,30,0,360,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20795,-81.55638,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_035,Debris Flow,,08/10-17/1940,,Watauga,,0,102,NCGS,2290,0,2130,Unmodified,0,60,0,300,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20776,-81.55669,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_036,Debris Flow,,08/10-17/1940,,Watauga,,0,109,NCGS,2215,0,2015,Unmodified,0,40,0,350,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20687,-81.55513,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_037,Debris Flow,,08/10-17/1940,,Watauga,,0,192,NCGS,2075,0,1900,Unmodified,0,35,0,715,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20999,-81.55058,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_038,Debris Flow,,08/10-17/1940,,Watauga,,0,177,NCGS,2270,0,1870,Unmodified,0,70,0,1430,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21045,-81.54929,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_039,Debris Flow,,08/10-17/1940,,Watauga,,0,107,NCGS,2160,0,2000,Unmodified,0,35,0,250,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2071,-81.55464,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_040,Debris Flow,,08/10-17/1940,,Watauga,,0,87,NCGS,2050,0,1940,Unmodified,0,30,0,285,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20773,-81.55408,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_041,Debris Flow,,08/10-17/1940,,Watauga,,0,69,NCGS,2150,0,2000,Unmodified,0,40,0,310,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20963,-81.56143,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_042,Debris Flow,,08/10-17/1940,,Watauga,,0,67,NCGS,2110,0,1990,Unmodified,0,50,0,200,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20909,-81.56093,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_044,Debris Flow,,08/10-17/1940,,Watauga,,0,170,NCGS,2275,0,2040,Unmodified,0,30,0,630,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20878,-81.56298,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_045,Debris Flow,,08/10-17/1940,,Watauga,,0,131,NCGS,2100,0,1930,Unmodified,0,30,0,380,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.206,-81.55384,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_046,Debris Flow,,08/10-17/1940,,Watauga,,0,147,NCGS,2060,0,1980,Unmodified,0,40,0,110,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20606,-81.55339,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_047,Debris Flow,,08/10-17/1940,,Watauga,,0,125,NCGS,2010,0,1925,Unmodified,0,40,0,170,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20626,-81.55295,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_048,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,2070,0,1950,Unmodified,0,35,0,340,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20395,-81.55671,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_049,Debris Flow,,08/10-17/1940,,Watauga,,0,142,NCGS,2125,0,2000,Unmodified,0,40,0,170,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20444,-81.55673,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_050,Debris Flow,,08/10-17/1940,,Watauga,,0,129,NCGS,2125,0,2015,Unmodified,0,30,0,160,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2043,-81.55688,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_051,Debris Flow,,08/10-17/1940,,Watauga,,0,125,NCGS,2060,0,1800,Unmodified,0,65,0,1400,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2085,-81.54834,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_052,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,2000,0,1940,Unmodified,0,30,0,120,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20832,-81.54789,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_053,Debris Flow,,08/10-17/1940,,Watauga,,0,50,NCGS,1950,0,1895,Unmodified,0,50,0,100,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20724,-81.54754,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_054,Debris Flow,,08/10-17/1940,,Watauga,,0,83,NCGS,1870,0,1840,Unmodified,0,30,0,70,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20664,-81.54631,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_055,Debris Flow,,08/10-17/1940,,Watauga,,0,90,NCGS,1900,0,1840,Unmodified,0,30,0,100,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20631,-81.54636,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_056,Debris Flow,,08/10-17/1940,,Watauga,,0,133,NCGS,2080,0,2000,Unmodified,0,30,0,175,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20901,-81.54594,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_057,Debris Flow,,08/10-17/1940,,Watauga,,0,129,NCGS,1980,0,1875,Unmodified,0,35,0,200,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20895,-81.54511,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_058,Debris Flow,,08/10-17/1940,,Watauga,,0,127,NCGS,2200,0,1800,Unmodified,0,50,0,2050,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21093,-81.5469,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_059,Debris Flow,,08/10-17/1940,,Watauga,,0,134,NCGS,2215,0,2015,Unmodified,0,45,0,575,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21047,-81.54775,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_060,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,2250,0,2100,Unmodified,0,40,0,310,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20981,-81.54793,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_061,Debris Flow,,08/10-17/1940,,Watauga,,0,107,NCGS,2075,0,1875,Unmodified,0,30,0,740,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.211,-81.54507,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_062,Debris Flow,,08/10-17/1940,,Watauga,,0,155,NCGS,2100,0,2015,Unmodified,0,35,0,125,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.21132,-81.54485,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_063,Debris Flow,,08/10-17/1940,,Watauga,,0,143,NCGS,1930,0,1830,Unmodified,0,40,0,255,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20842,-81.54309,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_064,Debris Flow,,08/10-17/1940,,Watauga,,0,58,NCGS,1950,0,1860,Unmodified,0,40,0,200,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20917,-81.54325,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_065,Debris Flow,,08/10-17/1940,,Watauga,,0,254,NCGS,1950,0,1940,Unmodified,0,85,0,25,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20802,-81.54671,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_066,Debris Flow,,08/10-17/1940,,Watauga,,0,61,NCGS,2025,0,1850,Unmodified,0,55,0,760,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20491,-81.55262,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_067,Debris Flow,,08/10-17/1940,,Watauga,,0,43,NCGS,2000,0,1835,Unmodified,0,35,0,635,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20445,-81.55082,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_068,Debris Flow,,08/10-17/1940,,Watauga,,0,90,NCGS,1915,0,1850,Unmodified,0,30,0,245,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2043,-81.54924,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_069,Debris Flow,,08/10-17/1940,,Watauga,,0,217,NCGS,1985,0,1890,Unmodified,0,30,0,185,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20272,-81.55446,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_070,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,2075,0,1975,Unmodified,0,25,0,170,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20277,-81.55228,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_071,Debris Flow,,08/10-17/1940,,Watauga,,0,210,NCGS,2090,0,1870,Unmodified,0,30,0,875,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20289,-81.55192,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_072,Debris Flow,,08/10-17/1940,,Watauga,,0,92,NCGS,2040,0,1850,Unmodified,0,30,0,660,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2011,-81.5506,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_073,Debris Flow,,08/10-17/1940,,Watauga,,0,103,NCGS,2040,0,1970,Unmodified,0,25,0,130,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20136,-81.55057,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_074,Debris Flow,,08/10-17/1940,,Watauga,,0,96,NCGS,2020,0,1915,Unmodified,0,35,0,360,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20181,-81.55033,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_075,Debris Flow,,08/10-17/1940,,Watauga,,0,320,NCGS,2130,0,1900,Unmodified,0,20,0,415,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20024,-81.55675,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_076,Debris Flow,,08/10-17/1940,,Watauga,,0,81,NCGS,2215,0,1900,Unmodified,0,30,0,460,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19979,-81.5568,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_077,Debris Flow,,08/10-17/1940,,Watauga,,0,79,NCGS,2055,0,1910,Unmodified,0,30,0,265,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19959,-81.55599,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_078,Debris Flow,,08/10-17/1940,,Watauga,,0,92,NCGS,2410,0,1875,Unmodified,0,45,0,2500,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19807,-81.56139,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_079,Debris Flow,,08/10-17/1940,,Watauga,,0,64,NCGS,2390,0,2340,Unmodified,0,30,0,70,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19771,-81.56116,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_080,Debris Flow,,08/10-17/1940,,Watauga,,0,145,NCGS,2300,0,2180,Unmodified,0,25,0,220,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19886,-81.56057,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_081,Debris Flow,,08/10-17/1940,,Watauga,,0,106,NCGS,2315,0,2275,Unmodified,0,25,0,75,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19873,-81.5608,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_082,Debris Flow,,08/10-17/1940,,Watauga,,0,175,NCGS,2155,0,2080,Unmodified,0,20,0,125,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19871,-81.55867,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_083,Debris Flow,,08/10-17/1940,,Watauga,,0,170,NCGS,2170,0,2055,Unmodified,0,20,0,175,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19877,-81.55859,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_084,Debris Flow,,08/10-17/1940,,Watauga,,0,141,NCGS,2100,0,2030,Unmodified,0,25,0,130,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19865,-81.55818,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_085,Debris Flow,,08/10-17/1940,,Watauga,,0,170,NCGS,2150,0,2025,Unmodified,0,25,0,260,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19901,-81.558,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_086,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,2210,0,2000,Unmodified,0,20,0,315,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19929,-81.55722,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_087,Debris Flow,,08/10-17/1940,,Watauga,,0,175,NCGS,2110,0,2015,Unmodified,0,25,0,170,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19882,-81.55763,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_088,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,2115,0,2000,Unmodified,0,15,0,200,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19901,-81.55682,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_089,Debris Flow,,08/10-17/1940,,Watauga,,0,163,NCGS,2030,0,1930,Unmodified,0,110,0,135,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19899,-81.55583,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_090,Debris Flow,,08/10-17/1940,,Watauga,,0,170,NCGS,2100,0,1980,Unmodified,0,20,0,220,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19911,-81.55654,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_091,Debris Flow,,08/10-17/1940,,Watauga,,0,142,NCGS,1990,0,1930,Unmodified,0,30,0,80,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.199,-81.55547,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_092,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,2060,0,1960,Unmodified,0,25,0,150,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19897,-81.5563,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_093,Debris Flow,,08/10-17/1940,,Watauga,,0,115,NCGS,1965,0,1915,Unmodified,0,40,0,75,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19917,-81.55511,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_094,Debris Flow,,08/10-17/1940,,Watauga,,0,142,NCGS,1960,0,1830,Unmodified,0,50,0,300,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20166,-81.54846,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_095,Debris Flow,,08/10-17/1940,,Watauga,,0,97,NCGS,2080,0,2025,Unmodified,0,25,0,100,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2026,-81.5509,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_096,Debris Flow,,08/10-17/1940,,Watauga,,0,151,NCGS,2100,0,1820,Unmodified,0,30,0,1220,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20293,-81.55058,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_097,Debris Flow,,08/10-17/1940,,Watauga,,0,145,NCGS,2005,0,1935,Unmodified,0,25,0,230,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20325,-81.55002,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_098,Debris Flow,,08/10-17/1940,,Watauga,,0,188,NCGS,2290,0,2230,Unmodified,0,40,0,355,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19685,-81.56218,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_099,Debris Flow,,08/10-17/1940,,Watauga,,0,88,NCGS,2340,0,2240,Unmodified,0,20,0,230,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19605,-81.56282,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_100,Debris Flow,,08/10-17/1940,,Watauga,,0,201,NCGS,2310,0,2250,Unmodified,0,30,0,185,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19701,-81.56205,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_101,Debris Flow,,08/10-17/1940,,Watauga,,0,120,NCGS,2475,0,2265,Unmodified,0,25,0,360,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19554,-81.56376,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_102,Debris Flow,,08/10-17/1940,,Watauga,,0,144,NCGS,2460,0,2345,Unmodified,0,30,0,215,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19506,-81.5641,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_103,Debris Flow,,08/10-17/1940,,Watauga,,0,140,NCGS,2490,0,2380,Unmodified,0,30,0,200,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19495,-81.56443,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_104,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,1880,0,1775,Unmodified,0,75,0,375,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20484,-81.54129,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_105,Debris Flow,,08/10-17/1940,,Watauga,,0,80,NCGS,1975,0,1800,Unmodified,0,80,0,440,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2042,-81.54209,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_106,Debris Flow,,08/10-17/1940,,Watauga,,0,90,NCGS,2015,0,1770,Unmodified,0,50,0,600,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20353,-81.54184,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_107,Debris Flow,,08/10-17/1940,,Watauga,,0,90,NCGS,2025,0,1940,Unmodified,0,40,0,350,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20276,-81.54214,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_108,Debris Flow,,08/10-17/1940,,Watauga,,0,67,NCGS,1870,0,1765,Unmodified,0,30,0,140,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20309,-81.54046,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_109,Debris Flow,,08/10-17/1940,,Watauga,,0,68,NCGS,1840,0,1750,Unmodified,0,30,0,135,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20301,-81.54024,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_110,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,1910,0,1765,Unmodified,0,50,0,350,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2024,-81.54061,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_111,Debris Flow,,08/10-17/1940,,Watauga,,0,29,NCGS,1840,0,1750,Unmodified,0,40,0,210,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20215,-81.53942,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_112,Debris Flow,,08/10-17/1940,,Watauga,,0,0,NCGS,1800,0,1760,Unmodified,0,30,0,120,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20218,-81.53827,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_122,Debris Flow,,08/10-17/1940,,Watauga,,0,155,NCGS,3200,0,2855,Unmodified,0,70,0,790,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20913,-81.52447,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_125,Debris Flow,,08/10-17/1940,,Watauga,,0,149,NCGS,2850,0,2700,Unmodified,0,40,0,270,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20661,-81.52505,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_129,Debris Flow,,08/10-17/1940,,Watauga,,0,225,NCGS,2015,0,1790,Unmodified,0,60,0,1275,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2068,-81.53611,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_130,Debris Flow,,08/10-17/1940,,Watauga,,0,300,NCGS,1890,0,1805,Unmodified,0,30,0,285,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20452,-81.5382,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_132,Debris Flow,,08/10-17/1940,,Watauga,,0,166,NCGS,1935,0,1795,Unmodified,0,130,0,390,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20449,-81.53663,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_133,Debris Flow,,08/10-17/1940,,Watauga,,0,142,NCGS,1905,0,1775,Unmodified,0,55,0,335,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20398,-81.53684,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_134,Debris Flow,,08/10-17/1940,,Watauga,,0,245,NCGS,1900,0,1755,Unmodified,0,90,0,575,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20337,-81.53426,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_135,Debris Flow,,08/10-17/1940,,Watauga,,0,80,NCGS,1960,0,1775,Unmodified,0,30,0,395,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20109,-81.53682,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_136,Debris Flow,,08/10-17/1940,,Watauga,,0,200,NCGS,1890,0,1745,Unmodified,0,55,0,1125,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20246,-81.53152,Debris Flow
